student_id,merchant_type,merchant_name,amount,balance,terminal_id,consumed_at,is_valid,batch_no
202201001,1,翡翠湖美食广场2楼01号窗口,21.78,693.52,T01079,2026-05-01 18:42:00,1,gen_20260922_200_30
202201002,1,翡翠湖美食广场2楼03号窗口,3.58,411.16,T04053,2026-05-01 08:05:00,1,gen_20260922_200_30
202201002,1,第一食堂3楼10号窗口,15.37,395.79,T06000,2026-05-01 19:03:00,1,gen_20260922_200_30
202303001,1,翡翠湖美食广场2楼12号窗口,5.5,647.08,T00007,2026-05-01 07:33:00,1,gen_20260922_200_30
202303001,1,第三食堂（清真）2楼09号窗口,9.5,637.58,T06018,2026-05-01 12:33:00,1,gen_20260922_200_30
202304001,1,教工风味餐厅3楼04号窗口,6.13,762.28,T02012,2026-05-01 08:02:00,1,gen_20260922_200_30
202304001,1,教工风味餐厅3楼04号窗口,8.91,753.37,T07086,2026-05-01 11:55:00,1,gen_20260922_200_30
202401001,1,第三食堂（清真）1楼06号窗口,4.94,386.93,T03049,2026-05-01 07:19:00,1,gen_20260922_200_30
202407001,1,翡翠湖美食广场1楼04号窗口,2.0,315.48,T02073,2026-05-01 07:31:00,1,gen_20260922_200_30
202407001,1,第三食堂（清真）1楼08号窗口,9.57,305.91,T06074,2026-05-01 11:16:00,1,gen_20260922_200_30
202407001,2,文印文具店,23.34,282.57,T04085,2026-05-01 16:37:00,1,gen_20260922_200_30
202407001,1,教工风味餐厅3楼09号窗口,6.58,276.0,T06092,2026-05-01 18:42:00,1,gen_20260922_200_30
202303002,1,第三食堂（清真）3楼02号窗口,20.39,327.04,T06083,2026-05-01 17:36:00,1,gen_20260922_200_30
202401002,1,教工风味餐厅1楼09号窗口,6.2,677.94,T06048,2026-05-01 08:24:00,1,gen_20260922_200_30
202401002,1,翡翠湖美食广场1楼02号窗口,13.0,664.94,T04003,2026-05-01 11:44:00,1,gen_20260922_200_30
202401002,1,第二食堂3楼11号窗口,17.15,647.79,T02109,2026-05-01 17:06:00,1,gen_20260922_200_30
202401002,2,洗护用品店,10.52,637.27,T06007,2026-05-01 21:00:00,1,gen_20260922_200_30
202201003,1,教工风味餐厅1楼06号窗口,7.86,765.98,T02093,2026-05-01 08:49:00,1,gen_20260922_200_30
202201003,1,教工风味餐厅3楼04号窗口,10.08,755.9,T05025,2026-05-01 12:50:00,1,gen_20260922_200_30
202201003,1,第三食堂（清真）2楼12号窗口,15.11,740.79,T05046,2026-05-01 17:37:00,1,gen_20260922_200_30
202201003,2,洗护用品店,33.81,706.98,T04117,2026-05-01 20:39:00,1,gen_20260922_200_30
202201004,1,第一食堂1楼08号窗口,5.72,453.44,T03100,2026-05-01 08:37:00,1,gen_20260922_200_30
202201004,1,翡翠湖美食广场1楼03号窗口,13.66,439.77,T02082,2026-05-01 12:16:00,1,gen_20260922_200_30
202201004,2,文印文具店,10.59,429.18,T03030,2026-05-01 18:05:00,1,gen_20260922_200_30
202201004,1,第二食堂3楼09号窗口,18.92,410.26,T02059,2026-05-01 18:57:00,1,gen_20260922_200_30
202104002,1,第二食堂1楼03号窗口,3.74,317.94,T02108,2026-05-01 08:14:00,1,gen_20260922_200_30
202104002,1,教工风味餐厅3楼09号窗口,23.61,294.33,T05002,2026-05-01 11:54:00,1,gen_20260922_200_30
202104002,1,第三食堂（清真）1楼01号窗口,13.11,281.21,T01058,2026-05-01 18:33:00,1,gen_20260922_200_30
202307001,1,第二食堂1楼02号窗口,9.7,509.68,T00012,2026-05-01 12:13:00,1,gen_20260922_200_30
202307001,1,教工风味餐厅3楼12号窗口,23.05,486.63,T00084,2026-05-01 17:19:00,1,gen_20260922_200_30
202307001,2,水果便利店,57.22,429.42,T05038,2026-05-01 18:42:00,1,gen_20260922_200_30
202402001,1,第一食堂3楼03号窗口,3.96,317.28,T03081,2026-05-01 06:42:00,1,gen_20260922_200_30
202402001,1,第一食堂1楼07号窗口,8.02,309.26,T07101,2026-05-01 11:49:00,1,gen_20260922_200_30
202402001,1,教工风味餐厅2楼11号窗口,14.11,295.16,T00027,2026-05-01 17:20:00,1,gen_20260922_200_30
202306001,1,第一食堂1楼01号窗口,3.13,625.7,T05114,2026-05-01 07:22:00,1,gen_20260922_200_30
202306001,1,教工风味餐厅3楼12号窗口,8.25,617.44,T01017,2026-05-01 11:31:00,1,gen_20260922_200_30
202306001,1,第一食堂1楼02号窗口,8.52,608.92,T06076,2026-05-01 17:29:00,1,gen_20260922_200_30
202303003,1,第二食堂2楼05号窗口,8.1,604.78,T04006,2026-05-01 08:27:00,1,gen_20260922_200_30
202303003,1,第三食堂（清真）1楼08号窗口,12.39,592.39,T00114,2026-05-01 11:28:00,1,gen_20260922_200_30
202303003,1,第三食堂（清真）1楼03号窗口,13.58,578.81,T02083,2026-05-01 16:30:00,1,gen_20260922_200_30
202303003,5,第二食堂夜宵档,16.92,561.89,T05012,2026-05-01 22:30:00,1,gen_20260922_200_30
202208001,1,第一食堂3楼02号窗口,3.33,497.32,T04082,2026-05-01 07:16:00,1,gen_20260922_200_30
202208001,1,第二食堂3楼10号窗口,15.98,481.34,T01040,2026-05-01 18:03:00,1,gen_20260922_200_30
202201005,1,第二食堂1楼01号窗口,7.99,465.4,T07093,2026-05-01 12:42:00,1,gen_20260922_200_30
202201005,1,第一食堂2楼11号窗口,16.37,449.03,T01024,2026-05-01 18:11:00,1,gen_20260922_200_30
202201005,2,水果便利店,37.89,411.14,T02061,2026-05-01 18:37:00,1,gen_20260922_200_30
202302003,1,第三食堂（清真）1楼08号窗口,4.88,586.0,T00106,2026-05-01 08:05:00,1,gen_20260922_200_30
202302003,1,第一食堂2楼11号窗口,9.23,576.77,T02011,2026-05-01 10:54:00,1,gen_20260922_200_30
202302003,1,教工风味餐厅1楼06号窗口,19.13,557.65,T04010,2026-05-01 18:55:00,1,gen_20260922_200_30
202201006,1,第三食堂（清真）3楼07号窗口,7.35,734.0,T01053,2026-05-01 07:32:00,1,gen_20260922_200_30
202201006,1,第一食堂3楼04号窗口,12.83,721.17,T02093,2026-05-01 11:42:00,1,gen_20260922_200_30
202201006,1,翡翠湖美食广场3楼08号窗口,14.98,706.18,T05025,2026-05-01 18:38:00,1,gen_20260922_200_30
202303004,1,第二食堂1楼08号窗口,11.1,404.59,T06109,2026-05-01 08:51:00,1,gen_20260922_200_30
202303004,1,第三食堂（清真）2楼08号窗口,21.04,383.55,T07026,2026-05-01 12:35:00,1,gen_20260922_200_30
202303004,1,教工风味餐厅2楼01号窗口,19.21,364.34,T06018,2026-05-01 16:47:00,1,gen_20260922_200_30
202402002,1,教工风味餐厅1楼03号窗口,8.45,363.33,T06057,2026-05-01 08:08:00,1,gen_20260922_200_30
202402002,1,第一食堂3楼11号窗口,15.98,347.35,T07107,2026-05-01 12:31:00,1,gen_20260922_200_30
202402002,1,第二食堂1楼11号窗口,30.53,316.81,T02040,2026-05-01 18:25:00,1,gen_20260922_200_30
202303005,1,教工风味餐厅1楼05号窗口,5.87,340.24,T03067,2026-05-01 08:43:00,1,gen_20260922_200_30
202303005,1,第二食堂1楼11号窗口,5.13,335.11,T04101,2026-05-01 11:20:00,1,gen_20260922_200_30
202303005,2,水果便利店,21.12,313.99,T02083,2026-05-01 22:30:00,1,gen_20260922_200_30
202301002,1,教工风味餐厅1楼07号窗口,6.89,653.73,T00043,2026-05-01 08:38:00,1,gen_20260922_200_30
202301002,1,教工风味餐厅3楼02号窗口,13.9,639.83,T04108,2026-05-01 11:55:00,1,gen_20260922_200_30
202301002,1,第一食堂3楼12号窗口,19.99,619.84,T02053,2026-05-01 18:04:00,1,gen_20260922_200_30
202404001,1,第一食堂2楼10号窗口,15.77,737.22,T05071,2026-05-01 11:40:00,1,gen_20260922_200_30
202404001,1,教工风味餐厅1楼05号窗口,11.14,726.09,T06084,2026-05-01 18:39:00,1,gen_20260922_200_30
202407002,1,教工风味餐厅2楼08号窗口,6.95,566.02,T07035,2026-05-01 09:14:00,1,gen_20260922_200_30
202407002,1,第二食堂1楼10号窗口,10.42,555.59,T01032,2026-05-01 11:46:00,1,gen_20260922_200_30
202407002,1,第三食堂（清真）1楼06号窗口,16.56,539.03,T05080,2026-05-01 17:53:00,1,gen_20260922_200_30
202201007,1,教工风味餐厅1楼08号窗口,11.54,316.96,T03052,2026-05-01 08:40:00,1,gen_20260922_200_30
202201007,1,教工风味餐厅3楼05号窗口,14.78,302.18,T00081,2026-05-01 11:00:00,1,gen_20260922_200_30
202306002,1,第三食堂（清真）2楼06号窗口,4.56,571.11,T05035,2026-05-01 08:25:00,1,gen_20260922_200_30
202306002,1,第一食堂3楼07号窗口,9.24,561.87,T06076,2026-05-01 11:27:00,1,gen_20260922_200_30
202306002,1,翡翠湖美食广场2楼12号窗口,7.44,554.43,T00002,2026-05-01 17:48:00,1,gen_20260922_200_30
202308002,1,翡翠湖美食广场3楼06号窗口,11.0,651.25,T01017,2026-05-01 11:25:00,1,gen_20260922_200_30
202302004,1,第一食堂3楼09号窗口,18.31,517.12,T06045,2026-05-01 11:07:00,1,gen_20260922_200_30
202302004,1,第三食堂（清真）1楼11号窗口,15.02,502.11,T06032,2026-05-01 18:40:00,1,gen_20260922_200_30
202201008,1,第二食堂1楼07号窗口,2.78,309.09,T06111,2026-05-01 08:00:00,1,gen_20260922_200_30
202201008,1,第三食堂（清真）3楼10号窗口,9.96,299.12,T03042,2026-05-01 12:15:00,1,gen_20260922_200_30
202201008,1,第一食堂3楼09号窗口,12.98,286.15,T03098,2026-05-01 18:07:00,1,gen_20260922_200_30
202201008,2,文印文具店,6.06,280.08,T05020,2026-05-01 21:42:00,1,gen_20260922_200_30
202302005,1,第二食堂3楼01号窗口,7.14,782.3,T04075,2026-05-01 07:58:00,1,gen_20260922_200_30
202302005,1,第三食堂（清真）2楼04号窗口,19.11,763.19,T06017,2026-05-01 12:16:00,1,gen_20260922_200_30
202302005,2,洗护用品店,19.68,743.51,T00020,2026-05-01 18:05:00,1,gen_20260922_200_30
202302005,1,教工风味餐厅3楼07号窗口,18.31,725.2,T04113,2026-05-01 18:32:00,1,gen_20260922_200_30
202206001,1,教工风味餐厅3楼11号窗口,9.29,590.15,T06061,2026-05-01 09:18:00,1,gen_20260922_200_30
202206001,1,第一食堂2楼05号窗口,18.92,571.23,T03058,2026-05-01 11:11:00,1,gen_20260922_200_30
202307002,1,第二食堂3楼09号窗口,8.35,442.64,T06004,2026-05-01 07:59:00,1,gen_20260922_200_30
202307002,1,翡翠湖美食广场1楼02号窗口,13.33,429.31,T05014,2026-05-01 11:20:00,1,gen_20260922_200_30
202307002,1,第二食堂3楼09号窗口,22.27,407.04,T00015,2026-05-01 17:29:00,1,gen_20260922_200_30
202302006,1,翡翠湖美食广场2楼04号窗口,3.89,660.31,T01074,2026-05-01 08:05:00,1,gen_20260922_200_30
202302006,1,教工风味餐厅1楼08号窗口,14.19,646.12,T05056,2026-05-01 12:12:00,1,gen_20260922_200_30
202302006,1,教工风味餐厅3楼12号窗口,10.83,635.28,T03078,2026-05-01 17:32:00,1,gen_20260922_200_30
202403001,1,教工风味餐厅1楼05号窗口,6.04,782.83,T06041,2026-05-01 07:27:00,1,gen_20260922_200_30
202403001,1,教工风味餐厅2楼12号窗口,7.93,774.91,T00115,2026-05-01 12:00:00,1,gen_20260922_200_30
202403001,1,教工风味餐厅2楼10号窗口,22.37,752.53,T04072,2026-05-01 18:39:00,1,gen_20260922_200_30
202204001,1,第二食堂1楼08号窗口,8.8,579.51,T05037,2026-05-01 08:37:00,1,gen_20260922_200_30
202204001,1,第三食堂（清真）3楼12号窗口,16.03,563.48,T01067,2026-05-01 11:44:00,1,gen_20260922_200_30
202204001,1,第三食堂（清真）2楼02号窗口,13.12,550.37,T00112,2026-05-01 17:21:00,1,gen_20260922_200_30
202204001,2,佰利源超市,44.25,506.11,T06114,2026-05-01 21:32:00,1,gen_20260922_200_30
202403002,1,第三食堂（清真）2楼03号窗口,5.81,362.94,T03105,2026-05-01 07:28:00,1,gen_20260922_200_30
202403002,2,佰利源超市,15.9,347.04,T05015,2026-05-01 16:19:00,1,gen_20260922_200_30
202403002,1,教工风味餐厅3楼08号窗口,12.26,334.78,T03056,2026-05-01 17:31:00,1,gen_20260922_200_30
202401003,1,翡翠湖美食广场2楼02号窗口,6.78,377.07,T04015,2026-05-01 07:39:00,1,gen_20260922_200_30
202401003,1,教工风味餐厅1楼01号窗口,17.57,359.5,T06060,2026-05-01 11:21:00,1,gen_20260922_200_30
202401003,1,第三食堂（清真）1楼06号窗口,18.44,341.06,T03078,2026-05-01 18:10:00,1,gen_20260922_200_30
202301003,1,教工风味餐厅2楼09号窗口,3.36,445.69,T03112,2026-05-01 08:24:00,1,gen_20260922_200_30
202301003,1,第二食堂2楼12号窗口,23.79,421.89,T03035,2026-05-01 12:01:00,1,gen_20260922_200_30
202301003,1,翡翠湖美食广场1楼11号窗口,13.62,408.27,T05048,2026-05-01 17:13:00,1,gen_20260922_200_30
202301003,2,洗护用品店,25.41,382.86,T05038,2026-05-01 18:45:00,1,gen_20260922_200_30
202201009,1,第一食堂2楼10号窗口,5.0,711.13,T05111,2026-05-01 08:52:00,1,gen_20260922_200_30
202201009,1,翡翠湖美食广场2楼12号窗口,6.98,704.15,T04118,2026-05-01 12:29:00,1,gen_20260922_200_30
202403003,1,教工风味餐厅3楼08号窗口,8.46,690.28,T06013,2026-05-01 07:41:00,1,gen_20260922_200_30
202403003,1,教工风味餐厅3楼06号窗口,14.42,675.86,T04115,2026-05-01 19:02:00,1,gen_20260922_200_30
202403003,2,佰利源超市,11.86,664.01,T03117,2026-05-01 21:45:00,1,gen_20260922_200_30
202301004,1,第一食堂1楼04号窗口,7.51,360.22,T06000,2026-05-01 07:27:00,1,gen_20260922_200_30
202301004,1,翡翠湖美食广场3楼06号窗口,14.91,345.31,T06012,2026-05-01 11:10:00,1,gen_20260922_200_30
202301004,2,水果便利店,20.51,324.8,T02006,2026-05-01 18:00:00,1,gen_20260922_200_30
202301004,1,第三食堂（清真）3楼11号窗口,14.82,309.99,T00051,2026-05-01 18:49:00,1,gen_20260922_200_30
202201010,1,第二食堂2楼10号窗口,6.16,320.73,T03076,2026-05-01 07:34:00,1,gen_20260922_200_30
202201010,1,第一食堂3楼08号窗口,12.46,308.28,T00018,2026-05-01 12:41:00,1,gen_20260922_200_30
202201010,1,第一食堂3楼06号窗口,19.56,288.72,T03107,2026-05-01 17:46:00,1,gen_20260922_200_30
202107001,1,翡翠湖美食广场1楼08号窗口,2.82,345.87,T06083,2026-05-01 07:48:00,1,gen_20260922_200_30
202107001,1,翡翠湖美食广场3楼11号窗口,19.66,326.22,T01069,2026-05-01 12:19:00,1,gen_20260922_200_30
202107001,2,水果便利店,85.93,240.29,T06041,2026-05-01 16:12:00,1,gen_20260922_200_30
202107001,1,教工风味餐厅2楼08号窗口,11.21,229.08,T06046,2026-05-01 16:30:00,1,gen_20260922_200_30
202307003,1,翡翠湖美食广场1楼08号窗口,9.24,589.02,T04047,2026-05-01 08:12:00,1,gen_20260922_200_30
202307003,1,教工风味餐厅3楼09号窗口,16.83,572.19,T01093,2026-05-01 12:24:00,1,gen_20260922_200_30
202307003,2,佰利源超市,22.49,549.7,T01046,2026-05-01 15:45:00,1,gen_20260922_200_30
202307003,1,教工风味餐厅3楼01号窗口,8.78,540.92,T00080,2026-05-01 18:15:00,1,gen_20260922_200_30
202205001,1,翡翠湖美食广场2楼12号窗口,3.66,579.25,T00116,2026-05-01 07:20:00,1,gen_20260922_200_30
202205001,1,教工风味餐厅2楼11号窗口,10.0,569.24,T00119,2026-05-01 11:32:00,1,gen_20260922_200_30
202205001,1,第二食堂3楼01号窗口,27.8,541.45,T05053,2026-05-01 17:09:00,1,gen_20260922_200_30
202303006,2,文印文具店,8.98,488.98,T07038,2026-05-01 17:09:00,1,gen_20260922_200_30
202304002,1,第三食堂（清真）2楼07号窗口,9.86,439.2,T05069,2026-05-01 12:07:00,1,gen_20260922_200_30
202304002,1,翡翠湖美食广场1楼12号窗口,14.2,425.0,T05032,2026-05-01 17:02:00,1,gen_20260922_200_30
202203002,1,第三食堂（清真）2楼09号窗口,3.26,476.29,T05001,2026-05-01 06:45:00,1,gen_20260922_200_30
202203002,1,教工风味餐厅3楼09号窗口,14.24,462.05,T01054,2026-05-01 11:21:00,1,gen_20260922_200_30
202203002,1,翡翠湖美食广场3楼03号窗口,11.47,450.58,T02106,2026-05-01 18:10:00,1,gen_20260922_200_30
202101001,1,第二食堂2楼01号窗口,14.33,696.85,T02050,2026-05-01 12:22:00,1,gen_20260922_200_30
202101001,1,第二食堂2楼04号窗口,23.78,673.07,T04060,2026-05-01 17:21:00,1,gen_20260922_200_30
202207001,1,第二食堂3楼04号窗口,5.41,710.63,T04003,2026-05-01 07:42:00,1,gen_20260922_200_30
202207001,1,第二食堂1楼04号窗口,21.0,689.63,T02068,2026-05-01 18:12:00,1,gen_20260922_200_30
202304003,1,第三食堂（清真）2楼08号窗口,2.21,747.0,T07017,2026-05-01 09:18:00,1,gen_20260922_200_30
202304003,1,翡翠湖美食广场1楼07号窗口,7.64,739.36,T03064,2026-05-01 11:28:00,1,gen_20260922_200_30
202304003,1,第二食堂2楼05号窗口,10.02,729.34,T02061,2026-05-01 17:17:00,1,gen_20260922_200_30
202201011,1,翡翠湖美食广场3楼03号窗口,6.43,579.5,T01002,2026-05-01 07:39:00,1,gen_20260922_200_30
202201011,1,第三食堂（清真）1楼03号窗口,14.52,564.97,T04038,2026-05-01 18:07:00,1,gen_20260922_200_30
202306003,1,第一食堂1楼10号窗口,6.06,564.98,T01061,2026-05-01 07:24:00,1,gen_20260922_200_30
202306003,1,教工风味餐厅3楼03号窗口,27.07,537.91,T04008,2026-05-01 11:37:00,1,gen_20260922_200_30
202306003,1,第一食堂3楼09号窗口,10.97,526.94,T05099,2026-05-01 17:39:00,1,gen_20260922_200_30
202306003,2,校园生活超市,20.48,506.46,T06091,2026-05-01 18:41:00,1,gen_20260922_200_30
202401004,1,翡翠湖美食广场2楼07号窗口,5.29,487.95,T06119,2026-05-01 08:30:00,1,gen_20260922_200_30
202401004,1,教工风味餐厅1楼12号窗口,14.05,473.9,T03073,2026-05-01 11:12:00,1,gen_20260922_200_30
202401004,1,第一食堂3楼12号窗口,18.33,455.58,T06059,2026-05-01 18:38:00,1,gen_20260922_200_30
202408001,1,第二食堂2楼06号窗口,5.52,449.79,T00025,2026-05-01 08:17:00,1,gen_20260922_200_30
202408001,1,教工风味餐厅2楼08号窗口,13.28,436.51,T00106,2026-05-01 12:12:00,1,gen_20260922_200_30
202408001,2,校园生活超市,35.87,400.64,T05072,2026-05-01 14:47:00,1,gen_20260922_200_30
202408001,1,翡翠湖美食广场3楼02号窗口,7.11,393.53,T06042,2026-05-01 18:20:00,1,gen_20260922_200_30
202201012,1,第二食堂3楼03号窗口,8.9,533.95,T05048,2026-05-01 08:52:00,1,gen_20260922_200_30
202201012,1,第二食堂2楼04号窗口,17.17,516.78,T06001,2026-05-01 18:32:00,1,gen_20260922_200_30
202204003,1,第二食堂1楼05号窗口,13.72,551.41,T00101,2026-05-01 12:57:00,1,gen_20260922_200_30
202205002,1,第三食堂（清真）3楼01号窗口,6.46,696.22,T07054,2026-05-01 07:29:00,1,gen_20260922_200_30
202205002,1,教工风味餐厅2楼06号窗口,18.32,677.9,T05046,2026-05-01 10:54:00,1,gen_20260922_200_30
202205002,1,第三食堂（清真）1楼12号窗口,12.5,665.39,T02031,2026-05-01 18:03:00,1,gen_20260922_200_30
202202002,1,第二食堂1楼06号窗口,6.27,465.45,T03010,2026-05-01 08:47:00,1,gen_20260922_200_30
202202002,1,教工风味餐厅2楼10号窗口,8.84,456.62,T01081,2026-05-01 11:56:00,1,gen_20260922_200_30
202202002,1,第一食堂2楼06号窗口,11.63,444.98,T00060,2026-05-01 18:34:00,1,gen_20260922_200_30
202407003,1,第二食堂1楼02号窗口,4.66,376.65,T07064,2026-05-01 08:10:00,1,gen_20260922_200_30
202407003,1,第二食堂3楼12号窗口,12.37,364.28,T05009,2026-05-01 12:08:00,1,gen_20260922_200_30
202301005,1,第一食堂1楼02号窗口,6.19,521.45,T07035,2026-05-01 08:23:00,1,gen_20260922_200_30
202301005,1,翡翠湖美食广场3楼02号窗口,12.71,508.73,T05053,2026-05-01 11:42:00,1,gen_20260922_200_30
202301005,1,教工风味餐厅3楼06号窗口,15.48,493.25,T01079,2026-05-01 18:49:00,1,gen_20260922_200_30
202101002,1,第二食堂3楼02号窗口,10.09,689.02,T00101,2026-05-01 11:12:00,1,gen_20260922_200_30
202304004,1,教工风味餐厅1楼10号窗口,5.42,665.39,T04060,2026-05-01 08:38:00,1,gen_20260922_200_30
202304004,1,第三食堂（清真）1楼02号窗口,8.19,657.2,T01005,2026-05-01 12:18:00,1,gen_20260922_200_30
202304004,2,洗护用品店,22.34,634.86,T07037,2026-05-01 17:46:00,1,gen_20260922_200_30
202304004,1,翡翠湖美食广场3楼09号窗口,8.99,625.88,T05099,2026-05-01 18:06:00,1,gen_20260922_200_30
202108001,1,第三食堂（清真）3楼02号窗口,6.58,588.38,T07028,2026-05-01 07:44:00,1,gen_20260922_200_30
202108001,1,教工风味餐厅2楼09号窗口,12.02,576.37,T05100,2026-05-01 11:52:00,1,gen_20260922_200_30
202108001,1,教工风味餐厅2楼02号窗口,22.43,553.93,T05093,2026-05-01 16:49:00,1,gen_20260922_200_30
202301006,1,第三食堂（清真）2楼11号窗口,5.59,731.97,T06103,2026-05-01 06:51:00,1,gen_20260922_200_30
202301006,1,第三食堂（清真）2楼10号窗口,22.32,709.65,T04106,2026-05-01 12:20:00,1,gen_20260922_200_30
202303007,1,第一食堂1楼11号窗口,7.8,638.75,T00073,2026-05-01 08:28:00,1,gen_20260922_200_30
202303007,1,第三食堂（清真）3楼03号窗口,9.35,629.4,T05032,2026-05-01 16:46:00,1,gen_20260922_200_30
202303008,1,第二食堂3楼08号窗口,5.0,752.8,T02056,2026-05-01 11:37:00,1,gen_20260922_200_30
202303008,1,第三食堂（清真）3楼09号窗口,11.39,741.41,T03063,2026-05-01 17:07:00,1,gen_20260922_200_30
202201013,1,第三食堂（清真）1楼06号窗口,11.11,735.1,T06097,2026-05-01 07:42:00,1,gen_20260922_200_30
202201013,1,第一食堂1楼05号窗口,25.26,709.84,T03112,2026-05-01 12:19:00,1,gen_20260922_200_30
202201013,1,第二食堂1楼05号窗口,21.67,688.17,T07117,2026-05-01 17:29:00,1,gen_20260922_200_30
202201013,2,水果便利店,40.83,647.34,T07075,2026-05-01 18:09:00,1,gen_20260922_200_30
202403004,1,第一食堂3楼07号窗口,5.64,429.61,T07063,2026-05-01 07:57:00,1,gen_20260922_200_30
202403004,1,第一食堂3楼03号窗口,14.92,414.69,T04063,2026-05-01 18:29:00,1,gen_20260922_200_30
202403005,1,教工风味餐厅3楼12号窗口,3.26,779.24,T01067,2026-05-01 08:36:00,1,gen_20260922_200_30
202403005,1,翡翠湖美食广场1楼09号窗口,12.07,767.17,T00097,2026-05-01 13:07:00,1,gen_20260922_200_30
202403005,1,第二食堂1楼09号窗口,10.21,756.96,T00056,2026-05-01 19:18:00,1,gen_20260922_200_30
202401005,1,教工风味餐厅3楼06号窗口,6.31,562.66,T06116,2026-05-01 08:13:00,1,gen_20260922_200_30
202401005,1,翡翠湖美食广场1楼12号窗口,13.24,549.42,T03041,2026-05-01 11:51:00,1,gen_20260922_200_30
202401005,1,第二食堂1楼08号窗口,23.24,526.18,T03037,2026-05-01 17:59:00,1,gen_20260922_200_30
202308003,1,第一食堂3楼09号窗口,2.85,620.08,T07063,2026-05-01 07:58:00,1,gen_20260922_200_30
202308003,1,第二食堂1楼09号窗口,8.18,611.9,T03038,2026-05-01 11:43:00,1,gen_20260922_200_30
202308003,1,第一食堂1楼10号窗口,7.1,604.8,T03042,2026-05-01 18:33:00,1,gen_20260922_200_30
202308003,5,教工风味餐厅夜宵档,16.07,588.73,T07001,2026-05-01 22:30:00,1,gen_20260922_200_30
202203003,1,翡翠湖美食广场1楼03号窗口,13.23,597.63,T04104,2026-05-01 11:51:00,1,gen_20260922_200_30
